,ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,lot_config,neighborhood,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmt_unf_sf,total_bsmt_sf,heating_qc,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,fireplaces,fireplace_qu,garage_type,garage_finish,garage_area,wood_deck_sf,open_porch_sf,mo_sold,yr_sold,saleprice
109,160,3,36.0,2628,4,5,6,2,7,5,2003,2003,5,3,1,1.0,106.0,4,4,4.0,1.0,1.0,0.0,764.0,764.0,5,862,1626,0.0,2,1,2,4,0,0.0,3.0,2.0,474.0,0,27,6,2010,175500
110,70,1,57.0,6406,4,5,3,2,5,6,1939,1950,5,2,2,2.0,0.0,3,6,3.0,1.0,5.0,421.0,269.0,690.0,3,690,1558,0.0,1,1,3,3,1,4.0,1.0,1.0,400.0,0,36,10,2009,150000
111,20,3,0.0,12342,3,5,1,1,5,5,1960,1978,3,2,2,2.0,0.0,3,5,3.0,1.0,1.0,0.0,978.0,978.0,3,0,1422,0.0,1,0,3,3,1,3.0,5.0,2.0,286.0,0,0,8,2007,139900
112,50,1,52.0,6240,4,5,12,3,5,7,1930,1992,5,9,9,2.0,0.0,3,4,3.0,1.0,1.0,0.0,1078.0,1078.0,3,445,1573,0.0,2,0,3,3,1,4.0,1.0,1.0,360.0,0,0,6,2008,162900
113,20,3,87.0,10000,3,4,1,1,6,6,1962,1962,3,2,2,4.0,261.0,3,5,3.0,1.0,1.0,0.0,1116.0,1116.0,3,0,1116,0.0,1,1,3,3,0,0.0,5.0,1.0,440.0,0,0,2,2010,160000
114,20,3,0.0,9000,4,4,8,1,2,2,1947,1950,5,2,2,2.0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,660,0.0,1,0,2,2,0,0.0,0.0,0.0,0.0,0,0,6,2009,63900
115,20,3,80.0,11088,4,5,9,1,6,5,1978,1998,5,11,11,4.0,144.0,3,4,3.0,1.0,5.0,832.0,308.0,1140.0,4,0,1707,0.0,2,0,3,3,1,3.0,5.0,3.0,479.0,0,0,5,2009,184000
116,20,3,134.0,17755,4,5,4,1,5,4,1959,1959,5,11,7,4.0,132.0,3,5,3.0,1.0,4.0,176.0,1290.0,1466.0,3,0,1466,0.0,1,1,3,2,2,4.0,5.0,3.0,528.0,0,140,11,2006,149900
117,120,6,0.0,4765,3,5,5,1,9,5,2000,2000,3,9,9,4.0,260.0,4,4,4.0,3.0,6.0,1027.0,587.0,1614.0,5,0,1638,1.0,2,0,2,5,1,3.0,5.0,3.0,495.0,230,68,7,2008,300000
118,190,3,0.0,10532,4,4,19,1,5,3,1960,1960,6,7,7,1.0,275.0,3,5,3.0,2.0,3.0,988.0,0.0,988.0,4,0,1721,1.0,2,0,3,3,2,3.0,4.0,1.0,626.0,50,84,12,2008,145000
119,60,3,65.0,15426,3,5,2,2,6,5,1997,1997,5,3,3,2.0,0.0,3,4,4.0,1.0,6.0,821.0,107.0,928.0,5,836,1764,1.0,2,1,3,4,0,0.0,5.0,2.0,470.0,276,99,8,2009,231500
120,30,3,63.0,13907,4,5,4,1,5,6,1940,1969,5,1,1,2.0,0.0,3,5,3.0,1.0,4.0,290.0,706.0,996.0,5,0,996,1.0,1,0,3,3,1,4.0,0.0,0.0,0.0,144,0,7,2008,108000
121,20,3,70.0,8750,4,5,1,1,5,5,1956,1956,5,14,14,2.0,0.0,3,5,3.0,1.0,3.0,435.0,565.0,1202.0,3,0,1202,0.0,1,0,3,3,0,0.0,5.0,2.0,304.0,0,35,11,2009,120000
122,20,3,0.0,9945,3,5,8,1,5,5,1961,1961,3,2,2,4.0,57.0,3,5,3.0,1.0,3.0,827.0,161.0,988.0,3,0,988,1.0,1,0,3,3,0,0.0,1.0,1.0,572.0,0,0,10,2007,128500
123,30,1,56.0,8960,4,5,3,1,5,6,1927,1950,5,1,1,2.0,0.0,3,5,3.0,1.0,1.0,0.0,1008.0,1008.0,4,0,1028,0.0,1,0,2,3,1,4.0,1.0,1.0,360.0,0,0,3,2010,115000
124,50,1,50.0,3500,4,5,3,3,5,7,1947,1950,5,17,17,2.0,0.0,3,5,3.0,1.0,2.0,312.0,408.0,720.0,3,564,1284,0.0,1,1,2,3,0,0.0,1.0,1.0,240.0,0,35,4,2009,110000
125,60,3,0.0,24572,3,3,23,2,9,3,1977,1977,2,2,2,4.0,1050.0,4,5,4.0,1.0,6.0,410.0,584.0,994.0,3,1345,2944,0.0,2,2,3,4,1,4.0,5.0,2.0,864.0,140,70,6,2008,150000
126,60,3,74.0,9056,3,5,7,2,8,5,2004,2004,5,3,3,2.0,0.0,4,4,5.0,3.0,1.0,0.0,707.0,707.0,5,707,1414,0.0,2,1,3,4,1,4.0,5.0,3.0,403.0,100,35,10,2006,178000
127,70,3,70.0,12320,3,5,13,2,7,7,1932,1990,5,2,2,2.0,0.0,3,6,3.0,1.0,1.0,0.0,637.0,637.0,5,650,1609,0.0,1,1,3,4,2,4.0,6.0,1.0,579.0,0,0,5,2006,199500
128,60,3,60.0,8238,3,5,7,2,6,5,1997,1998,5,3,3,2.0,0.0,3,4,3.0,1.0,6.0,700.0,113.0,813.0,5,712,1525,1.0,2,1,3,3,1,3.0,5.0,3.0,400.0,421,72,5,2006,183500
129,80,1,75.0,6000,4,5,14,4,5,5,1967,1967,3,11,7,2.0,0.0,2,5,4.0,2.0,3.0,257.0,367.0,624.0,5,564,1656,0.0,1,1,3,3,1,1.0,5.0,1.0,288.0,0,180,7,2008,126000
130,120,3,24.0,2529,4,5,24,1,7,6,1977,1977,5,7,15,2.0,0.0,3,5,4.0,1.0,5.0,378.0,677.0,1055.0,2,0,1055,0.0,2,0,2,3,0,0.0,5.0,1.0,440.0,0,38,9,2008,148500
131,60,3,60.0,10800,4,5,3,2,5,7,1939,2006,5,3,3,2.0,0.0,3,6,3.0,1.0,1.0,0.0,676.0,676.0,5,676,1352,0.0,2,0,4,4,0,0.0,1.0,1.0,720.0,187,0,8,2009,149000
132,160,3,24.0,2349,4,5,24,2,6,5,1977,1977,5,7,15,2.0,0.0,3,5,4.0,1.0,5.0,389.0,466.0,855.0,3,601,1456,0.0,2,1,3,3,1,3.0,5.0,1.0,440.0,0,28,5,2009,137900
133,120,3,32.0,10846,3,3,23,1,8,5,1993,1993,5,14,14,2.0,0.0,4,4,4.0,4.0,6.0,1619.0,100.0,1719.0,5,0,1719,2.0,1,1,1,4,2,4.0,5.0,3.0,473.0,122,30,5,2008,324000
134,30,3,67.0,5604,4,5,4,1,5,6,1925,1950,5,4,4,2.0,0.0,3,5,3.0,1.0,3.0,468.0,396.0,864.0,3,0,864,1.0,1,0,2,3,0,0.0,0.0,0.0,0.0,0,0,4,2008,98000
135,160,1,21.0,1680,4,5,22,2,6,5,1973,1973,5,11,11,4.0,359.0,3,5,3.0,1.0,2.0,458.0,25.0,483.0,3,504,987,0.0,1,1,2,3,0,0.0,1.0,1.0,264.0,52,0,2,2008,103400
136,50,3,54.0,6342,4,5,8,3,5,8,1875,1996,5,3,3,2.0,0.0,3,5,3.0,1.0,1.0,0.0,780.0,780.0,4,240,1020,0.0,1,0,2,3,0,0.0,0.0,0.0,0.0,0,0,5,2010,94000
137,120,3,34.0,4590,4,5,6,1,8,5,2006,2006,5,3,3,1.0,108.0,4,4,4.0,2.0,6.0,24.0,1530.0,1554.0,5,0,1554,0.0,2,0,2,4,1,4.0,5.0,2.0,627.0,156,73,8,2007,209500
138,60,3,60.0,18062,3,3,17,2,10,5,2006,2006,3,12,12,4.0,662.0,5,4,5.0,4.0,1.0,0.0,1528.0,1528.0,5,1862,3390,0.0,3,1,5,5,1,5.0,3.0,3.0,758.0,204,34,9,2006,545224
139,70,1,60.0,12900,4,5,3,2,6,8,1912,2009,5,2,2,2.0,0.0,4,4,3.0,1.0,1.0,0.0,780.0,780.0,5,780,1560,0.0,1,1,3,4,0,0.0,0.0,0.0,0.0,344,0,5,2010,159900
140,20,3,140.0,19138,4,4,7,1,4,5,1951,1951,5,3,3,2.0,0.0,3,5,3.0,1.0,2.0,120.0,744.0,864.0,5,0,864,0.0,1,0,2,3,0,0.0,1.0,1.0,400.0,0,0,6,2010,141000
141,60,3,0.0,8658,3,5,7,2,6,5,2000,2000,5,3,3,2.0,0.0,3,4,4.0,1.0,5.0,732.0,250.0,982.0,5,881,1889,0.0,2,1,3,3,1,3.0,5.0,3.0,431.0,0,0,4,2006,215000
142,20,3,0.0,6897,3,4,8,1,5,8,1962,2010,5,11,11,2.0,0.0,3,5,3.0,1.0,5.0,659.0,381.0,1040.0,5,0,1040,1.0,1,1,3,3,0,0.0,1.0,1.0,260.0,0,104,4,2010,127000
143,20,3,75.0,9525,4,5,4,1,5,7,1954,1998,5,1,1,2.0,0.0,3,5,3.0,3.0,4.0,954.0,218.0,1172.0,3,0,1172,1.0,1,0,3,3,0,0.0,5.0,3.0,366.0,240,0,6,2010,128000
144,20,6,57.0,12853,3,5,5,1,8,5,2010,2010,5,12,12,2.0,0.0,4,4,5.0,1.0,6.0,1032.0,610.0,1642.0,5,0,1418,1.0,1,1,1,4,1,4.0,5.0,2.0,852.0,160,192,4,2010,267916
145,50,1,52.0,6240,4,5,12,3,6,6,1931,1950,5,2,2,2.0,0.0,3,6,3.0,1.0,2.0,425.0,459.0,884.0,3,408,1367,0.0,1,0,3,3,1,4.0,1.0,1.0,560.0,0,0,11,2007,127500
146,85,3,64.0,7301,4,4,4,5,7,5,2003,2003,5,11,11,4.0,500.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,5,1427,1922,0.0,3,0,4,4,1,5.0,3.0,2.0,672.0,0,0,7,2009,198500
147,20,3,78.0,12090,3,5,9,1,6,6,1981,1981,5,9,9,4.0,210.0,3,5,4.0,1.0,6.0,588.0,606.0,1422.0,3,0,1422,0.0,2,0,3,4,1,3.0,5.0,3.0,576.0,276,0,6,2008,175500
148,60,3,0.0,8826,4,5,2,2,7,5,2000,2000,5,3,3,4.0,144.0,4,4,4.0,1.0,6.0,841.0,144.0,985.0,5,857,1842,1.0,2,1,3,4,1,3.0,5.0,3.0,486.0,193,96,7,2007,217500
149,50,1,57.0,8094,4,5,3,3,4,5,1915,1950,5,9,9,2.0,0.0,3,5,3.0,1.0,1.0,0.0,888.0,888.0,5,1074,1962,0.0,1,1,4,3,1,3.0,1.0,1.0,572.0,160,0,6,2010,149500
150,20,3,0.0,10710,4,5,1,1,5,7,1966,2004,3,11,11,4.0,165.0,4,4,3.0,1.0,4.0,644.0,220.0,864.0,5,0,1120,0.0,1,0,3,3,1,3.0,5.0,2.0,656.0,0,162,7,2009,148800
151,60,3,85.0,16056,3,5,17,2,9,5,2005,2006,3,12,12,1.0,208.0,4,4,5.0,3.0,6.0,240.0,1752.0,1992.0,5,876,2868,0.0,3,1,4,5,1,4.0,3.0,3.0,716.0,214,108,7,2006,556581
152,20,3,70.0,8400,4,5,1,1,6,3,1957,1957,3,14,14,2.0,0.0,3,5,3.0,1.0,5.0,189.0,628.0,1478.0,4,0,1478,1.0,1,1,3,3,2,4.0,5.0,2.0,442.0,114,0,6,2009,156500
153,60,3,90.0,11250,4,4,2,2,7,5,1995,1996,5,3,3,2.0,0.0,4,4,4.0,3.0,6.0,685.0,245.0,930.0,5,1045,1995,1.0,2,1,4,4,1,3.0,5.0,2.0,610.0,275,170,7,2006,237000
154,20,3,70.0,7535,3,5,1,1,5,7,1958,1985,5,9,9,2.0,0.0,3,5,3.0,1.0,4.0,111.0,522.0,912.0,2,0,912,0.0,1,0,2,3,0,0.0,5.0,3.0,297.0,12,285,6,2007,120000
155,20,3,88.0,12216,3,4,7,1,6,5,2005,2005,5,3,3,2.0,0.0,3,4,4.0,3.0,6.0,918.0,408.0,1326.0,5,0,1326,1.0,2,0,3,4,0,0.0,5.0,3.0,388.0,120,23,6,2007,203000
156,120,3,30.0,3701,3,5,17,1,8,5,1987,1987,5,11,11,2.0,0.0,3,5,4.0,1.0,1.0,0.0,1191.0,1191.0,3,0,1204,0.0,2,0,2,3,0,0.0,5.0,2.0,461.0,120,70,8,2006,130000
157,60,3,80.0,9760,4,5,1,2,6,6,1964,1964,5,11,11,4.0,360.0,3,5,3.0,4.0,6.0,674.0,0.0,780.0,3,813,1611,1.0,1,1,4,3,0,0.0,5.0,2.0,442.0,328,128,6,2008,167900
158,190,3,60.0,9873,4,5,12,1,4,5,1970,1970,5,11,11,4.0,160.0,3,5,3.0,3.0,5.0,789.0,171.0,960.0,3,0,960,1.0,1,0,3,3,0,0.0,1.0,1.0,576.0,0,288,5,2006,129000
159,20,3,72.0,10011,3,5,1,1,5,6,1957,1996,5,11,11,4.0,64.0,3,5,3.0,1.0,4.0,360.0,710.0,1070.0,3,0,1236,0.0,1,0,2,4,1,2.0,5.0,1.0,447.0,0,0,5,2006,134450
160,30,3,0.0,25339,4,5,8,1,5,7,1918,2007,5,2,2,2.0,0.0,3,6,3.0,1.0,1.0,0.0,816.0,816.0,5,0,1416,0.0,2,0,3,4,0,0.0,5.0,1.0,576.0,0,0,8,2007,112000
161,60,3,0.0,8883,3,5,10,2,7,5,1988,1988,5,11,11,4.0,360.0,4,4,4.0,1.0,6.0,608.0,0.0,929.0,5,927,1873,1.0,2,1,3,4,1,3.0,5.0,2.0,619.0,108,48,5,2007,207000
162,90,1,50.0,3000,4,5,3,2,5,1,1922,1950,3,9,9,2.0,0.0,3,6,3.0,1.0,1.0,0.0,1040.0,1040.0,3,1040,2128,0.0,2,0,4,3,0,0.0,0.0,0.0,0.0,0,56,9,2009,62500
163,160,3,36.0,2448,4,5,6,2,7,5,2003,2004,5,3,1,1.0,106.0,4,4,4.0,1.0,6.0,573.0,191.0,764.0,5,862,1626,1.0,2,1,2,4,0,0.0,3.0,2.0,474.0,0,27,10,2008,154000
164,20,3,73.0,7100,3,4,1,1,5,7,1957,1957,5,1,1,2.0,0.0,3,5,3.0,1.0,6.0,708.0,108.0,816.0,3,0,816,1.0,1,0,2,3,0,0.0,1.0,1.0,308.0,0,0,7,2006,129900
165,160,1,36.0,2592,4,5,20,2,5,3,1976,1976,5,12,12,2.0,0.0,3,5,4.0,1.0,3.0,129.0,175.0,536.0,3,576,1112,0.0,1,1,3,3,0,0.0,5.0,1.0,336.0,182,0,4,2010,85000
166,50,1,0.0,5700,4,5,3,3,7,7,1926,1950,5,2,2,2.0,0.0,3,4,3.0,1.0,1.0,0.0,572.0,572.0,3,539,1111,0.0,1,0,2,3,1,4.0,1.0,1.0,288.0,0,0,8,2008,116900
167,160,3,24.0,2289,4,5,24,2,6,6,1978,1978,5,7,15,2.0,0.0,3,5,3.0,1.0,5.0,311.0,544.0,855.0,3,586,1441,0.0,2,1,3,3,1,3.0,5.0,1.0,440.0,28,0,4,2009,148500
168,190,3,60.0,12180,4,5,4,3,4,4,1941,1950,5,9,9,2.0,0.0,3,6,4.0,1.0,4.0,348.0,324.0,672.0,2,252,924,1.0,1,0,2,2,0,0.0,1.0,1.0,280.0,0,0,7,2010,80000
169,85,3,0.0,7400,3,3,8,5,5,5,1984,1984,5,3,3,2.0,0.0,3,4,4.0,3.0,2.0,104.0,0.0,1060.0,3,0,1126,1.0,1,0,2,3,0,0.0,5.0,1.0,506.0,178,0,3,2008,152000
170,20,3,68.0,8842,4,4,4,1,5,6,1954,1954,5,3,3,2.0,0.0,3,5,2.0,1.0,1.0,0.0,381.0,381.0,5,0,992,0.0,1,0,3,3,0,0.0,1.0,1.0,319.0,60,0,1,2010,155891
171,50,3,60.0,8850,4,5,12,3,6,7,1920,1950,5,2,1,2.0,0.0,3,4,3.0,1.0,1.0,0.0,768.0,768.0,5,624,1376,0.0,1,0,3,4,0,0.0,1.0,1.0,576.0,0,54,2,2007,165000
172,20,6,92.0,9215,4,5,5,1,7,5,2009,2010,3,3,3,2.0,0.0,4,4,4.0,1.0,1.0,0.0,1218.0,1218.0,5,0,1218,0.0,2,0,2,4,0,0.0,5.0,2.0,676.0,0,136,4,2010,204500
173,70,3,79.0,9480,4,5,1,2,5,7,1942,1995,5,9,9,1.0,224.0,3,5,3.0,1.0,2.0,386.0,342.0,728.0,5,756,1644,0.0,1,1,3,4,2,4.0,5.0,1.0,312.0,168,0,6,2007,146500
174,20,3,82.0,11880,3,5,9,1,7,5,1978,1978,5,7,7,4.0,206.0,3,5,4.0,1.0,5.0,704.0,567.0,1271.0,3,0,1601,0.0,2,0,3,3,1,3.0,5.0,2.0,478.0,0,0,4,2009,157000
175,70,1,60.0,10800,4,5,3,2,7,7,1890,1999,5,2,1,2.0,0.0,3,6,3.0,2.0,1.0,0.0,1313.0,1313.0,4,1182,2495,0.0,2,0,5,3,1,4.0,1.0,1.0,342.0,0,299,12,2008,184000
176,60,3,0.0,7861,3,5,7,2,6,5,2002,2003,5,3,3,2.0,0.0,4,4,4.0,1.0,6.0,457.0,326.0,783.0,5,702,1509,1.0,2,1,3,4,1,4.0,5.0,3.0,393.0,100,75,6,2006,183200
177,20,3,0.0,11616,4,5,8,1,5,5,1962,1962,5,2,2,4.0,116.0,3,5,3.0,1.0,2.0,170.0,252.0,1092.0,3,0,1092,0.0,1,0,3,3,1,1.0,5.0,1.0,288.0,0,20,9,2009,139000
178,60,3,96.0,10542,4,5,15,2,7,5,1993,1994,3,2,10,4.0,651.0,4,4,4.0,4.0,6.0,1173.0,138.0,1311.0,5,1093,2418,1.0,2,1,3,4,1,3.0,5.0,2.0,983.0,250,154,8,2008,341000
179,160,1,21.0,1680,4,5,22,2,6,5,1971,1971,5,11,11,4.0,504.0,3,5,3.0,1.0,3.0,156.0,327.0,483.0,3,504,987,0.0,1,1,2,3,0,0.0,1.0,1.0,264.0,275,0,2,2010,96000
180,20,1,80.0,8546,4,4,4,1,4,5,2003,2004,5,3,3,2.0,0.0,3,4,4.0,1.0,1.0,0.0,1121.0,1121.0,5,0,1121,0.0,2,0,2,3,0,0.0,5.0,2.0,440.0,132,64,3,2010,140000
181,20,1,90.0,7407,4,5,3,1,6,7,1957,1996,5,9,9,2.0,0.0,3,5,3.0,1.0,6.0,600.0,312.0,912.0,3,0,1236,1.0,1,0,2,3,0,0.0,5.0,1.0,923.0,0,158,4,2010,149700
182,20,3,78.0,10140,4,5,9,1,5,6,1975,1975,5,11,11,2.0,0.0,3,5,4.0,1.0,5.0,788.0,268.0,1056.0,5,0,1074,1.0,1,1,3,3,0,0.0,5.0,2.0,495.0,0,88,7,2006,153500
183,20,8,80.0,14584,4,5,14,1,1,5,1952,1952,5,17,3,2.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0,733,0.0,1,0,2,2,0,0.0,5.0,1.0,487.0,0,0,2,2008,13100
184,60,3,65.0,8158,4,5,2,2,7,5,2003,2003,5,3,3,4.0,252.0,4,4,4.0,1.0,6.0,550.0,334.0,884.0,5,884,1768,1.0,2,1,3,4,0,0.0,5.0,2.0,543.0,0,63,7,2008,224900
185,20,6,62.0,7500,4,5,5,1,7,5,2005,2005,5,3,3,2.0,0.0,4,4,4.0,1.0,1.0,0.0,1257.0,1257.0,5,0,1266,0.0,2,0,3,4,1,3.0,5.0,1.0,453.0,38,144,4,2006,176000
186,50,3,85.0,10678,4,5,15,3,8,5,1992,2000,3,11,11,4.0,337.0,4,4,4.0,1.0,6.0,700.0,983.0,1683.0,5,743,2872,0.0,2,1,4,4,1,3.0,5.0,3.0,541.0,0,33,4,2007,285000
187,20,3,49.0,15256,3,3,5,1,8,5,2007,2007,5,3,3,1.0,84.0,4,4,4.0,4.0,6.0,929.0,556.0,1485.0,5,0,1464,1.0,2,0,3,4,0,0.0,5.0,1.0,754.0,168,160,8,2007,282922
188,60,3,88.0,14200,4,4,1,2,7,6,1966,1966,5,9,9,4.0,309.0,3,5,3.0,1.0,3.0,445.0,479.0,924.0,5,941,2157,0.0,2,1,4,4,2,4.0,5.0,3.0,487.0,105,66,5,2006,226000
189,60,3,82.0,12438,3,5,17,2,8,5,2006,2006,3,3,3,4.0,466.0,5,4,5.0,1.0,1.0,0.0,1234.0,1234.0,5,1312,2576,0.0,2,1,4,5,1,4.0,3.0,3.0,666.0,324,100,7,2006,361919
190,60,3,59.0,16023,3,3,17,2,9,5,2005,2006,3,3,3,4.0,600.0,4,4,5.0,4.0,6.0,1218.0,180.0,1398.0,5,1384,2798,1.0,3,1,3,5,1,4.0,3.0,3.0,670.0,182,37,3,2006,457347
191,20,3,155.0,20064,3,5,19,1,8,6,1976,1976,1,2,2,2.0,0.0,4,5,4.0,4.0,2.0,51.0,0.0,966.0,5,0,1743,2.0,0,1,0,4,2,2.0,5.0,3.0,529.0,646,0,5,2007,279000
192,20,3,0.0,9819,3,5,11,1,6,5,1977,1977,5,7,10,2.0,0.0,3,4,3.0,4.0,5.0,1567.0,0.0,1567.0,3,0,1567,1.0,2,0,2,4,2,3.0,5.0,2.0,714.0,264,32,5,2009,196000
193,20,3,80.0,10400,4,5,9,1,7,5,1976,1976,5,11,11,4.0,189.0,3,5,4.0,1.0,1.0,0.0,1090.0,1090.0,3,0,1370,0.0,2,0,3,3,1,3.0,5.0,2.0,479.0,0,0,6,2009,152000
194,90,3,91.0,11643,4,5,1,2,5,5,1969,1969,5,9,9,4.0,368.0,3,5,3.0,1.0,2.0,500.0,748.0,1248.0,3,1296,2634,1.0,2,2,6,3,0,0.0,1.0,1.0,968.0,0,0,8,2009,200000
195,20,3,78.0,11645,4,5,2,1,8,5,2005,2006,3,3,3,4.0,198.0,4,4,5.0,4.0,6.0,1122.0,448.0,1570.0,5,0,1590,1.0,2,1,2,5,0,0.0,5.0,3.0,754.0,176,80,8,2006,294900
196,20,3,61.0,7328,4,5,10,1,7,5,2008,2009,5,3,3,4.0,140.0,4,4,4.0,1.0,1.0,0.0,1450.0,1450.0,5,0,1450,0.0,2,0,2,4,0,0.0,5.0,2.0,788.0,0,93,2,2009,224243
197,50,3,72.0,7822,4,4,4,3,6,3,1915,1950,5,17,17,2.0,0.0,3,6,2.0,1.0,1.0,0.0,832.0,832.0,3,492,1338,0.0,2,0,3,3,0,0.0,1.0,1.0,528.0,0,0,5,2006,92000
198,60,3,65.0,9018,3,5,7,2,7,5,2007,2007,3,3,3,2.0,0.0,4,4,4.0,3.0,1.0,0.0,728.0,728.0,5,728,1456,0.0,2,1,3,4,1,4.0,5.0,3.0,400.0,100,24,7,2007,179540
199,20,3,103.0,13472,4,5,6,1,10,5,2003,2003,3,3,3,4.0,922.0,5,4,5.0,4.0,6.0,56.0,2336.0,2392.0,5,0,2392,0.0,2,0,3,5,1,5.0,5.0,3.0,968.0,248,105,6,2009,386250
200,180,1,0.0,1533,4,5,20,4,4,5,1970,1970,5,12,12,2.0,0.0,3,5,4.0,3.0,6.0,503.0,27.0,530.0,3,462,992,1.0,1,0,2,3,0,0.0,3.0,3.0,297.0,112,97,7,2007,106500
201,60,6,85.0,11003,4,5,5,2,10,5,2008,2008,5,3,3,1.0,160.0,5,4,5.0,3.0,6.0,765.0,252.0,1017.0,5,981,2007,1.0,2,1,3,5,1,5.0,5.0,3.0,812.0,168,52,4,2009,310000
202,60,3,83.0,10790,4,5,15,2,7,5,1998,1998,5,3,3,4.0,275.0,4,4,4.0,1.0,1.0,0.0,1066.0,1066.0,5,1277,2385,0.0,2,1,4,4,1,3.0,3.0,3.0,600.0,120,38,5,2007,252000
203,75,3,53.0,7128,4,5,13,6,7,5,1941,1950,5,9,9,2.0,0.0,3,5,3.0,1.0,3.0,364.0,554.0,918.0,4,728,1646,0.0,2,0,4,3,2,4.0,1.0,1.0,240.0,0,0,8,2007,164000
204,60,3,64.0,7713,4,5,7,2,7,5,2007,2007,5,3,3,1.0,16.0,4,4,4.0,1.0,1.0,0.0,728.0,728.0,5,728,1456,0.0,2,1,3,4,0,0.0,5.0,3.0,400.0,100,24,7,2007,177594
205,50,1,52.0,6240,4,5,12,3,5,7,1936,1980,5,3,3,2.0,0.0,3,5,3.0,1.0,3.0,276.0,252.0,528.0,4,492,1040,0.0,1,0,2,3,0,0.0,1.0,3.0,624.0,306,0,5,2010,123900
206,70,3,86.0,22420,3,5,13,2,6,6,1918,1950,3,2,4,2.0,0.0,3,6,4.0,1.0,4.0,1128.0,242.0,1370.0,3,1254,2624,1.0,2,1,4,3,1,4.0,1.0,1.0,864.0,0,0,11,2007,239000
207,20,3,85.0,15300,4,5,11,1,5,5,1965,1977,3,7,11,2.0,0.0,3,5,3.0,1.0,3.0,42.0,1026.0,1068.0,3,0,1264,1.0,1,0,2,3,1,3.0,5.0,1.0,528.0,0,0,6,2010,169000
208,120,3,0.0,3196,4,5,21,1,7,5,2003,2004,5,3,3,4.0,18.0,4,4,4.0,4.0,1.0,0.0,1374.0,1374.0,5,0,1557,0.0,2,0,2,4,1,3.0,5.0,3.0,420.0,143,20,10,2006,234000
209,85,3,72.0,9360,4,5,11,5,6,7,1977,1977,5,7,7,2.0,0.0,3,5,4.0,3.0,6.0,841.0,0.0,957.0,3,0,1287,1.0,1,1,2,3,2,2.0,5.0,2.0,541.0,302,39,11,2009,173000
210,20,3,0.0,11241,3,3,1,1,6,7,1970,1970,5,2,2,4.0,180.0,3,5,3.0,1.0,5.0,578.0,426.0,1004.0,5,0,1004,1.0,1,0,2,3,1,3.0,5.0,3.0,480.0,0,0,3,2010,149000
211,20,3,81.0,9260,4,4,10,1,7,5,2007,2007,5,3,3,2.0,0.0,4,4,4.0,2.0,1.0,0.0,1162.0,1162.0,5,0,1162,0.0,2,0,3,4,0,0.0,5.0,3.0,483.0,0,32,3,2008,170000
212,20,6,90.0,7993,3,5,5,1,7,5,2008,2009,5,3,3,0.0,0.0,4,4,5.0,1.0,1.0,0.0,1436.0,1436.0,5,0,1436,0.0,2,0,3,4,0,0.0,5.0,3.0,529.0,0,121,10,2009,225000
213,20,3,94.0,9239,4,5,8,1,5,8,1963,2003,5,3,3,2.0,0.0,3,5,3.0,1.0,6.0,634.0,326.0,960.0,5,0,960,1.0,1,0,3,4,0,0.0,5.0,3.0,300.0,168,0,5,2008,144900
214,20,3,60.0,10044,3,3,4,1,5,6,1968,1968,5,9,9,2.0,0.0,3,5,4.0,4.0,5.0,1070.0,126.0,1196.0,3,0,1196,1.0,1,0,3,3,0,0.0,5.0,2.0,336.0,257,0,6,2010,144000
215,120,3,43.0,3182,4,5,21,1,8,5,2004,2005,5,3,3,4.0,16.0,4,4,4.0,1.0,6.0,24.0,1232.0,1256.0,5,0,1269,0.0,2,0,2,4,1,3.0,5.0,3.0,430.0,146,20,4,2010,192000
216,20,3,60.0,7626,4,5,1,1,5,8,1952,2005,3,2,2,2.0,0.0,4,5,3.0,1.0,6.0,931.0,100.0,1031.0,4,0,1031,1.0,1,0,2,4,0,0.0,5.0,1.0,230.0,0,0,3,2009,145500
217,50,3,60.0,7008,4,4,3,3,4,8,1900,1998,5,9,9,2.0,0.0,3,6,2.0,1.0,1.0,0.0,448.0,448.0,5,272,720,0.0,1,0,1,2,0,0.0,5.0,1.0,280.0,0,0,3,2006,86900
218,20,3,128.0,12160,4,5,1,1,6,4,1953,1953,3,2,2,4.0,90.0,3,5,3.0,1.0,4.0,1024.0,481.0,1505.0,5,0,1505,1.0,1,0,2,3,1,3.0,5.0,2.0,505.0,0,0,2,2009,149500
219,30,3,50.0,6305,4,5,13,1,5,7,1938,1950,5,9,9,2.0,0.0,3,4,2.0,1.0,1.0,0.0,920.0,920.0,5,0,954,0.0,1,0,2,2,1,4.0,4.0,1.0,240.0,0,0,6,2007,119750
